OG	UID	NAME
OG0007769	A0A1I9LN01	Protein LONG AFTER FAR-RED 3 
OG0007768	Q0WV13	Probable galacturonosyltransferase 13 
OG0007766	P38181	Nucleoporin NUP170 
OG0007767	Q9SZE1	"Probable 3-hydroxyisobutyrate dehydrogenase-like 1, mitochondrial "
OG0007764	Q54VI3	Glutamate dehydrogenase 2 
OG0007765	O94303	Imidazole glycerol phosphate synthase hisHF 
OG0007762	F4JJL0	Endonuclease 4 
OG0007761	O94346	"Arginine biosynthesis bifunctional protein ArgJ, mitochondrial [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase "
OG0007760	E5DG73	Zinc cluster transcription factor acuM 
OG0007759	Q3UHX0	Nucleolar protein 8
OG0007758	A0JMH2	Mitochondrial protein C2orf69 homolog
OG0007757	U4PR86	Maternal embryonic leucine zipper kinase 
OG0007756	Q7ZVJ8	Methyltransferase-like 26
OG0007755	Q95JY5	Sterile alpha motif domain-containing protein 15 
OG0007754	P12522	Probable proton ATPase 1B 
OG0007752	Q6PG95	Protein cramped-like 
OG0007751	O74482	Uncharacterized protein C1840.09
OG0007750	Q9VV74	Survival motor neuron protein
OG0007749	Q8TBB5	Kelch domain-containing protein 4
OG0007748	B2FPA7	Large ribosomal subunit protein bL34 
OG0007746	Q9VL06	E3 ubiquitin-protein ligase Ufd4 
OG0007744	P32784	Glycerol-3-phosphate O-acyltransferase 1 
OG0007743	P87243	Pre-rRNA-processing protein rix1
OG0007745	Q7SIG2	Chymotrypsin-1 
OG0007740	Q99698	Lysosomal-trafficking regulator 
OG0007742	Q86V88	Magnesium-dependent phosphatase 1 
OG0007741	Q8BW70	Ubiquitin carboxyl-terminal hydrolase 38 
OG0007738	A7MBS7	Thrombospondin type-1 domain-containing protein 7A
OG0007739	P96156	Chitodextrinase 
OG0007735	Q01814	Plasma membrane calcium-transporting ATPase 2 
OG0007732	Q10181	Uncharacterized protein C3F10.06c
OG0007734	Q5D014	Protein NATD1 
OG0007731	Q14562	ATP-dependent RNA helicase DHX8 
OG0007730	O55058	EGF-containing fibulin-like extracellular matrix protein 2 
OG0007729	Q8WUA7	TBC1 domain family member 22A
OG0007726	P10477	Cellulase/esterase CelE 
OG0007727	Q13309	S-phase kinase-associated protein 2 
OG0007724	Q80YV2	Zinc finger C3HC-type protein 1 
OG0007722	O43029	L-pipecolate oxidase 
OG0007723	P38838	DNA-dependent metalloprotease WSS1 
OG0007721	A7SAZ1	UPF0669 protein v1g209471
OG0007720	P87229	Uncharacterized protein C4G3.03
OG0007719	Q8I7D9	Protein transport protein Sec61 subunit gamma
OG0007718	Q2NKS3	Proteasome assembly chaperone 3
OG0007717	Q3UUI3	Acyl-coenzyme A thioesterase THEM4 
OG0007716	P86397	"Hydroxyacyl-thioester dehydratase type 2, mitochondrial "
OG0007715	O13474	Orotate phosphoribosyltransferase 
OG0007714	P11167	"Solute carrier family 2, facilitated glucose transporter member 1 "
OG0007712	O13965	Meiotically up-regulated gene 70 protein
OG0007711	Q3SYC2	2-acylglycerol O-acyltransferase 2 
OG0007709	P0AC34	"Fumarate hydratase class I, aerobic "
OG0007708	Q9W1W9	PRADC1-like protein 
OG0007706	O13737	2-hydroxy-palmitic acid dioxygenase mpo1 
OG0007705	Q5XI64	Monoacylglycerol lipase ABHD6 
OG0007704	Q865S1	AP-3 complex subunit delta-1 
OG0007703	Q32KL8	Protein TBATA 
OG0007702	Q8IYJ2	"Uncharacterized protein C10orf67, mitochondrial"
OG0007700	Q8N0X2	Sperm-associated antigen 16 protein 
OG0007701	Q505D1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A 
OG0007699	P53804	E3 ubiquitin-protein ligase TTC3 
OG0007698	Q5R796	F-box only protein 36
OG0007697	Q8BFQ6	Solute carrier family 49 member 4 
OG0007695	Q8AYC1	Myocardin-related transcription factor B 
OG0007696	Q15751	Probable E3 ubiquitin-protein ligase HERC1 
OG0007694	Q6P6B7	Ankyrin repeat domain-containing protein 16
OG0007693	Q3V0Q6	Sperm-associated antigen 8 
OG0007692	O14326	E3 ubiquitin-protein ligase pub3 
OG0007691	Q6DKK2	"Tetratricopeptide repeat protein 19, mitochondrial "
OG0007690	P13995	"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial [Includes: NAD-dependent methylenetetrahydrofolate dehydrogenase "
OG0007689	Q5RFU0	Sialate O-acetylesterase 
OG0007688	A1A5Y0	Protein kinase C-binding protein NELL2a 
OG0007687	A8KB59	Coiled-coil domain-containing protein 153
OG0007686	Q3KQ77	Calaxin 
OG0007685	P58557	Endoribonuclease YbeY 
OG0007683	Q6CDR5	4-hydroxyphenylpyruvate dioxygenase 
OG0007684	O94941	RING finger protein 37 
OG0007682	Q5AD07	Cell surface Cu-only superoxide dismutase 5 
OG0007681	P15857	Homeobox protein H17
OG0007680	Q6ZUG5	Uncharacterized protein FLJ43738
OG0007679	Q4V7R8	Centrosomal protein 20 
OG0007677	Q1HG44	Dual oxidase maturation factor 2 
OG0007678	Q8VDH1	F-box only protein 21
OG0007676	Q0P5N6	ADP-ribosylation factor-like protein 16
OG0007675	A1ZAY1	SH3 domain-containing protein Dlish 
OG0007671	Q8TEQ0	Sorting nexin-29 
OG0007672	Q68FS3	F-box only protein 7
OG0007670	Q9C0Z3	Ribosome biogenesis protein slx9
OG0007669	Q9H977	WD repeat-containing protein 54
OG0007668	Q2KIM1	Adipose-secreted signaling protein
OG0007667	H3BCW1	ADP-ribosylhydrolase ARH3 
OG0007666	Q49AM3	Tetratricopeptide repeat protein 31 
OG0007664	B2RX88	Centrosome and spindle pole associated protein 1
OG0007665	Q03442	Crystallin J1A
OG0007663	O94813	Slit homolog 2 protein 
OG0007662	O14827	Ras-specific guanine nucleotide-releasing factor 2 
OG0007661	Q54F84	Putative uncharacterized protein DDB_G0291015
OG0007660	Q5T6F2	Ubiquitin-associated protein 2 
OG0007659	Q8GBB2	tRNA 
OG0007658	Q01262	Putative D-/L-hydantoinase subunit A 
OG0007657	A7S8T5	Coiled-coil domain-containing protein 42 homolog
OG0007656	Q08CH7	Radial spoke head 10 homolog B
OG0007655	Q2TBN5	COMM domain-containing protein 9
OG0007654	Q9P0M2	A-kinase anchor protein 7 isoform gamma 
OG0007652	Q8C190	VPS9 domain-containing protein 1 
OG0007651	Q1PRL4	E3 ubiquitin-protein ligase TRIM71 
OG0007649	Q6NUP7	Serine/threonine-protein phosphatase 4 regulatory subunit 4
OG0007647	A6QQ66	Glutamate-rich protein 2
OG0007648	Q969H0	F-box/WD repeat-containing protein 7 
OG0007646	B1WAS2	Hormonally up-regulated neu tumor-associated kinase homolog 
OG0007645	Q28689	ATP-binding cassette sub-family C member 2 
OG0007644	Q8TBE0	Bromo adjacent homology domain-containing 1 protein 
OG0007643	Q6PEM8	Proton-coupled folate transporter 
OG0007641	Q8N5T2	TBC1 domain family member 19
OG0007639	Q3UKU1	RNA polymerase II elongation factor ELL2
OG0007640	Q568D2	Cilia- and flagella-associated protein 161
OG0007638	P0CW27	Coiled-coil domain-containing protein 166
OG0007637	Q4KMD3	U11/U12 small nuclear ribonucleoprotein 35 kDa protein 
OG0007636	O75496	Geminin
OG0007635	Q57LI3	Nucleoside diphosphate kinase 
OG0007634	Q5VYX0	Renalase 
OG0007633	Q9Y4D8	Probable E3 ubiquitin-protein ligase HECTD4 
OG0007632	A0JPE1	Divergent protein kinase domain 1B 
OG0007629	Q15404	Ras suppressor protein 1 
OG0007628	Q9P267	Methyl-CpG-binding domain protein 5 
OG0007627	Q9H0J4	Glutamine-rich protein 2
OG0007626	Q6NU28	Cysteine-rich PDZ-binding protein 
OG0007624	O14519	Cyclin-dependent kinase 2-associated protein 1 
OG0007622	A4IGH2	"Radical S-adenosyl methionine domain-containing protein 1, mitochondrial "
OG0007623	Q08BZ4	Putative malate dehydrogenase 1B 
OG0007621	Q96EP1	E3 ubiquitin-protein ligase CHFR 
OG0007625	A2BE76	HUWE1-associated protein modifying stress responses 
OG0007620	P0DJD0	RANBP2-like and GRIP domain-containing protein 1 
OG0007619	Q14AW5	Putative methyltransferase NSUN7 
OG0007618	Q8TCA0	Leucine-rich repeat-containing protein 20
OG0007615	Q3T8J9	GON-4-like protein 
OG0007616	P70102	Eukaryotic translation elongation factor 1 epsilon-1 
OG0007614	Q5NC57	Protein FAM183B
OG0007613	Q8VDY9	Caspase activity and apoptosis inhibitor 1 
OG0007611	Q15051	IQ calmodulin-binding motif-containing protein 1 
OG0007612	Q08CF3	Centrosomal protein CCDC61 
OG0007610	Q9D964	"Glycine amidinotransferase, mitochondrial "
OG0007609	Q8IYE1	Coiled-coil domain-containing protein 13
OG0007608	Q8N8E3	Centrosomal protein of 112 kDa 
OG0007606	Q7TQ48	Sarcalumenin
OG0007607	Q32NG4	Glutamine amidotransferase-like class 1 domain-containing protein 1 
OG0007605	Q17Q97	Required for excision 1-B domain-containing protein
OG0007604	Q9JIL5	Tubby-related protein 4 
OG0007602	Q8KU07	NAD
OG0007603	Q9VE04	Large ribosomal subunit protein mL55 
OG0007601	Q8IXY8	Probable inactive peptidyl-prolyl cis-trans isomerase-like 6 
OG0007599	Q5U3I2	Probable RNA polymerase II nuclear localization protein SLC7A6OS 
OG0007600	A7RR34	Protein Flattop homolog 
OG0007595	Q568D5	BRISC and BRCA1-A complex member 2 
OG0007596	Q8CEG5	Coiled-coil domain-containing protein 28B
OG0007594	Q68CL5	Tubulin polyglutamylase complex subunit 2 
OG0007593	Q91474	Hepatocyte nuclear factor 1-alpha 
OG0007592	Q91ZR3	CREB/ATF bZIP transcription factor 
OG0007590	P0AFU9	Riboflavin synthase 
OG0007589	Q8WXW3	Progesterone-induced-blocking factor 1 
OG0007586	F1MRK3	Angiomotin-like protein 2
OG0007585	Q8JGS1	SCL-interrupting locus protein homolog
OG0007588	Q9P055	JNK1/MAPK8-associated membrane protein 
OG0007584	P07872	Peroxisomal acyl-coenzyme A oxidase 1 
OG0007587	Q5SVZ6	Zinc finger MYM-type protein 1
OG0007583	Q86WJ1	Chromodomain-helicase-DNA-binding protein 1-like 
OG0007582	Q96DM1	PiggyBac transposable element-derived protein 4
OG0007581	Q66HT8	ADP-ribosylhydrolase ARH3 
OG0007579	Q8N7U6	EF-hand domain-containing family member B 
OG0007578	Q86XK3	Swi5-dependent recombination DNA repair protein 1 homolog 
OG0007577	Q99572	P2X purinoceptor 7 
OG0007576	Q9H6X2	Anthrax toxin receptor 1 
OG0007574	Q69ZU8	Ankyrin repeat domain-containing protein 6 
OG0007575	Q90XD2	"Agmatinase, mitochondrial "
OG0007572	Q8N2G6	Zinc finger CCHC domain-containing protein 24
OG0007571	P06760	Beta-glucuronidase 
OG0007570	Q2HJE5	Protein FAM234A 
OG0007569	Q9TVU5	Ras-related protein Rab-1 
OG0007567	D3ZDK2	Ubiquitin-conjugating enzyme E2 D1 
OG0007566	Q6GPJ8	Centrosomal protein of 97 kDa 
OG0007564	Q1LWJ6	Arpin
OG0007563	Q09575	Uncharacterized protein K02A2.6
OG0007562	Q6P132	Tax1-binding protein 1 homolog B
OG0007561	Q55874	Uncharacterized protein sll0103
OG0007559	Q5F364	Multidrug resistance-associated protein 1 
OG0007558	Q9W4S1	Glutaredoxin domain-containing cysteine-rich protein CG12206
OG0007557	Q03274	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 
OG0007556	Q8CC70	Cilia- and flagella-associated protein 300
OG0007555	Q08BC6	Enolase 4 
OG0007553	Q6ZWR6	Nesprin-1 
OG0007554	P03010	Putative AC9 transposase
OG0007549	P82151	Lectin L6
OG0007552	F7J220	Scavenger receptor cysteine-rich domain superfamily protein 
OG0007550	A0A1P8ARG1	Protein NO VEIN-LIKE
OG0007548	Q9JI18	Low-density lipoprotein receptor-related protein 1B 
OG0007546	Q9JHU4	Cytoplasmic dynein 1 heavy chain 1 
OG0007545	Q7LHG5	Transposon Ty3-I Gag-Pol polyprotein 
OG0007542	Q91785	Kinesin-like protein KIF15-A 
OG0007544	Q0WYX8	MAM domain-containing glycosylphosphatidylinositol anchor protein 1
OG0007543	Q3UHA3	Spatacsin 
OG0007541	Q9D4H2	GRIP and coiled-coil domain-containing protein 1 
OG0007540	Q6P2K3	Protein CFAP20DC
OG0007538	Q2PC20	Protein phosphatase Mn
OG0007537	Q9NBX4	Probable RNA-directed DNA polymerase from transposon X-element 
OG0007536	P98133	Fibrillin-1 
OG0007534	Q4UMH6	Putative ankyrin repeat protein RF_0381
OG0007535	Q9ERV7	p53-induced death domain-containing protein 1 
OG0007533	Q9NYQ7	Cadherin EGF LAG seven-pass G-type receptor 3 
OG0007532	Q9SRM4	PHD finger protein ALFIN-LIKE 2 
OG0007531	O60469	Cell adhesion molecule DSCAM 
OG0007528	B3DHW5	Protein shisa-9B
OG0007527	Q92253	Probable glucose transporter rco-3
OG0007524	P0CV72	Secreted RxLR effector protein 161
OG0007520	P04323	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease 
OG0007518	P04323	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease 
OG0007512	P17032	Zinc finger protein 37A 
OG0007511	Q9W6V5	Receptor-type tyrosine-protein phosphatase eta 
OG0007510	P0CI66	Putative uncharacterized protein YAR062W
OG0007505	Q8GWW4	UDP-glucuronate:xylan alpha-glucuronosyltransferase 2 
OG0007506	O74475	"1,3-beta-glucan synthase component bgs4 "
OG0007501	Q62718	Neurotrimin 
OG0007500	Q8WZ42	Titin 
OG0007499	Q80T32	Adhesion G-protein coupled receptor D1 
OG0007498	P19137	Laminin subunit alpha-1 
OG0007497	Q640N2	ADP-ribosylation factor-like protein 13B 
OG0007495	Q7SIB3	Collagen alpha-2
OG0007494	Q90Y54	Protein jagged-1b 
OG0007496	P46436	Glutathione S-transferase 1 
OG0007492	Q9UM22	Mammalian ependymin-related protein 1 
OG0007491	Q8MI28	Limbin
OG0007490	Q01528	Hemagglutinin/amebocyte aggregation factor 
OG0007489	Q08431	Lactadherin 
OG0007488	D3ZSP7	E3 ubiquitin-protein ligase TTC3 
OG0007487	P19352	Tropomyosin beta chain 
OG0007486	Q9NT68	Teneurin-2 
OG0007484	Q9NQ36	"Signal peptide, CUB and EGF-like domain-containing protein 2 "
OG0007483	P55115	Zinc metalloproteinase nas-15 
OG0007481	P31696	Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment 
OG0007482	Q05793	Basement membrane-specific heparan sulfate proteoglycan core protein 
OG0007479	Q59ZX3	Repressed by EFG1 protein 1 
OG0007478	A2ARV4	Low-density lipoprotein receptor-related protein 2 
OG0007476	P47747	Histamine H2 receptor 
OG0007475	P16406	Glutamyl aminopeptidase 
OG0007474	Q05707	Collagen alpha-1
OG0007472	Q08CX1	Ras and EF-hand domain-containing protein
OG0007471	P05099	Cartilage matrix protein 
OG0007469	B3EWZ8	Ectin
OG0007464	Q7TT23	Dynein axonemal assembly factor 9 
OG0007463	Q9QZT0	CUB and zona pellucida-like domain-containing protein 1 
OG0007462	P49793	Nuclear pore complex protein Nup98-Nup96 
OG0007461	A9RA84	High mobility group protein B1 
OG0007460	O43610	Protein sprouty homolog 3 
OG0007459	Q8BUD0	G-protein coupled receptor 4
OG0007457	Q9H2Y9	Solute carrier organic anion transporter family member 5A1 
OG0007454	Q8NDA2	Hemicentin-2
OG0007453	D3Z5L6	MFS-type transporter SLC18B1 
OG0007452	Q9NXL6	SID1 transmembrane family member 1
OG0007451	Q9FMH8	Probable cysteine protease RD21B 
OG0007448	G5EGL9	Cell fusion protein aff-1 
OG0007445	Q99PL5	Ribosome-binding protein 1 
OG0007444	Q7Z7G8	Intermembrane lipid transfer protein VPS13B 
OG0007442	Q8SQ01	Nuclear receptor subfamily 1 group I member 2 
OG0007441	P0DPW4	U-scoloptoxin
OG0007440	B4JXX2	"cGMP-specific 3',5'-cyclic phosphodiesterase "
OG0007437	Q80TS8	Protein sel-1 homolog 3 
OG0007439	P9WK00	Uncharacterized methyltransferase MT3445 
OG0007436	O88643	Serine/threonine-protein kinase PAK 1 
OG0007434	Q9BYK8	3'-5' exoribonuclease HELZ2 
OG0007430	Q39610	"Dynein alpha chain, flagellar outer arm "
OG0007432	Q08BC4	Sperm-tail PG-rich repeat-containing protein 2
OG0007429	Q69ZR9	Protein TASOR 
OG0007428	P08770	Putative AC transposase 
OG0007426	A3KNS9	All-trans retinoic acid-induced differentiation factor 
OG0007423	Q12955	Ankyrin-3 
OG0007424	Q9BZ23	"Pantothenate kinase 2, mitochondrial "
OG0007422	Q8SWR2	Bicaudal D-related protein homolog 
OG0007420	Q9JJG5	SERTA domain-containing protein 2 
OG0007421	P31395	Stathmin
OG0007419	Q4G148	Glucoside xylosyltransferase 1 
OG0007418	P52556	Flavin reductase 
OG0007417	Q9EPR2	Group XIIA secretory phospholipase A2 
OG0007416	P0DPW4	U-scoloptoxin
OG0007415	Q8RU95	4-coumarate--CoA ligase-like 6 
OG0007414	Q2KIX1	Growth arrest and DNA damage-inducible protein GADD45 gamma
OG0007413	Q2KI00	Protein FAM107B
OG0007411	Q9V3Y3	Defense protein l
OG0007409	O95405	Zinc finger FYVE domain-containing protein 9 
OG0007408	Q6P4Y6	Insulin receptor substrate 1 
OG0007407	Q13360	Zinc finger protein 177
OG0007410	Q8NAT2	Tudor domain-containing protein 5
OG0007406	D3ZB51	Protein turtle homolog B 
OG0007405	P97469	Zinc finger protein SNAI2 
OG0007404	Q68DY1	Zinc finger protein 626
OG0007403	O46040	"SET domain-containing protein SmydA-8, isoform A "
OG0007402	Q8IRR1	Vanin-like protein 2 
OG0007401	O74827	Phosphatidyl-N-methylethanolamine N-methyltransferase 
OG0007398	P87227	Inner kinetochore subunit mis6 
OG0007396	P78594	Cytosine deaminase 
OG0007392	Q5XLR4	Borealin 
OG0007390	Q9UPV0	Centrosomal protein of 164 kDa 
OG0007389	Q8CG64	Ribitol 5-phosphate transferase FKRP 
OG0007387	P23049	Tyrosine-protein kinase transforming protein SEA 
OG0007388	P0CT80	Small ribosomal subunit protein eS28B 
OG0007385	P15309	Prostatic acid phosphatase 
OG0007382	Q497V5	S1 RNA-binding domain-containing protein 1
OG0007381	O08875	Serine/threonine-protein kinase DCLK1 
OG0007383	Q9P802	Kinetochore protein mis18
OG0007380	Q4ZIN3	Membralin 
OG0007379	Q6P3S6	F-box only protein 42 
OG0007378	Q9VX88	WW domain-containing adapter protein with coiled-coil homolog 
OG0007377	Q8R4C2	RUN and FYVE domain-containing protein 2 
OG0007374	Q5ZQU0	"Sushi, nidogen and EGF-like domain-containing protein 1 "
OG0007376	Q9JJR8	Transmembrane protein 9B
OG0007372	Q9NZJ5	Eukaryotic translation initiation factor 2-alpha kinase 3 
OG0007373	Q20681	BTB and MATH domain-containing protein 38
OG0007375	Q37709	NADH-ubiquinone oxidoreductase chain 3 
OG0007371	Q6NYB4	Putative nucleotidyltransferase MAB21L1 
OG0007370	Q9V9S7	Rho GTPase-activating protein 100F 
OG0007368	Q4R4I9	PRA1 family protein 2
OG0007367	Q9CR61	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 
OG0007366	Q8WXD5	Gem-associated protein 6 
OG0007365	Q9ER58	Testican-2 
OG0007364	P43354	Nuclear receptor subfamily 4 group A member 2 
OG0007363	Q6NXR0	Interferon-inducible GTPase 5 
OG0007362	Q20765	Nuclear hormone receptor family member nhr-7
OG0007356	P46012	Uncharacterized protein C01G6.5
OG0007355	P24043	Laminin subunit alpha-2 
OG0007353	Q09964	Putative G-protein coupled receptor B0244.4
OG0007352	P20678	Cytochrome P450 2H2 
OG0007351	Q75CC2	Mitochondrial distribution and morphology protein 12 
OG0007350	Q9LXR9	"Phosphatidylglycerophosphate phosphatase 1, chloroplastic/mitochondrial "
OG0007349	Q10183	Uncharacterized protein C3F10.08c
OG0007346	P77475	Fructose-1-phosphate phosphatase YqaB 
OG0007345	Q1LV46	Protein ABHD14A 
OG0007344	O75884	Serine hydrolase RBBP9 
OG0007342	Q9Z0Z4	Hephaestin 
OG0007340	Q09834	Uncharacterized mitochondrial carrier C4G8.08
OG0007337	Q5GIG6	Serine/threonine-protein kinase TNNI3K 
OG0007339	A4VFY4	Ectoine dioxygenase 
OG0007338	Q54W90	Protein SEY1 homolog 
OG0007336	P15567	Phosphoribosylaminoimidazole carboxylase 
OG0007335	Q9VKA4	Probable G-protein coupled receptor CG31760
OG0007334	A3LSW7	Maintenance of mitochondrial morphology protein 1
OG0007331	Q6VNB8	WD repeat and FYVE domain-containing protein 3 
OG0007330	Q9P6L5	Endocytosis protein end4 
OG0007328	P34656	Uncharacterized protein ZK632.11
OG0007329	O60163	Probable aspartokinase 
OG0007327	O57589	Surfeit locus protein 2 
OG0007325	Q9UUB4	Phosphoribosylaminoimidazole-succinocarboxamide synthase 
OG0007324	Q96N64	PWWP domain-containing protein 2A
OG0007323	Q9H6S0	3'-5' RNA helicase YTHDC2 
OG0007322	Q8S9J0	Sulfite exporter TauE/SafE family protein 4
OG0007321	Q9LUN4	Cation/H
OG0007320	O93796	Elongation factor 3 
OG0007316	Q8WWQ8	Stabilin-2 
OG0007314	Q5ZJI9	Ubiquitin-associated domain-containing protein 1 
OG0007315	Q0RDQ8	Probable dual-specificity RNA methyltransferase RlmN 
OG0007313	O53176	Putative trans-acting enoyl reductase Rv2449c 
OG0007312	Q6DCY9	HAUS augmin-like complex subunit 3
OG0007310	Q4WQY6	Anthrone oxygenase tpcL 
OG0007311	Q58821	Uncharacterized protein MJ1426
OG0007308	P21163	Peptide-N
OG0007307	Q5XGE0	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3
OG0007306	Q0VDG4	Secernin-3
OG0007305	Q4PJX1	Protein odr-4 homolog 
OG0007304	F1R6N4	Ethylmalonyl-CoA decarboxylase 
OG0007303	Q54I71	Protein aardvark 
OG0007301	P58283	E3 ubiquitin-protein ligase RNF216 
OG0007300	Q6GQ26	Sterol regulatory element-binding protein 2 
OG0007299	Q7Z6L1	Tectonin beta-propeller repeat-containing protein 1
